variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
gene-SPN23F_RS04530	6.03E-01	7.58E-02	1.19E-01	1.47E-01	9.39E-02	9.01E-02	
gene-SPN23F_RS04535	7.20E-01	9.65E-01	9.90E-01	-1.11E-03	9.24E-02	6.99E-04	
gene-SPN23F_RS04540	7.23E-01	8.91E-01	8.89E-01	-1.32E-02	9.50E-02	8.06E-03	
gene-SPN23F_RS04545	3.30E-01	1.30E-08	1.15E-01	-1.71E-01	1.08E-01	9.11E-02	
gene-SPN23F_RS04550	5.23E-01	5.33E-14	1.01E-01	-1.48E-01	8.99E-02	9.47E-02	
gene-SPN23F_RS04555	7.67E-02	7.04E-03	6.87E-01	-8.70E-02	2.16E-01	2.34E-02	
gene-SPN23F_RS04560	9.00E-01	4.91E-01	5.03E-01	7.66E-02	1.14E-01	3.88E-02	
gene-SPN23F_RS04565	7.50E-01	5.28E-01	5.35E-01	-1.10E-01	1.77E-01	3.60E-02	
gene-SPN23F_RS04570	3.57E-01	2.79E-01	3.34E-01	1.22E-01	1.26E-01	5.59E-02	
gene-SPN23F_RS04575	4.70E-01	8.86E-01	7.84E-01	-3.21E-02	1.17E-01	1.59E-02	
gene-SPN23F_RS04580	1.00E-02	9.71E-01	5.93E-01	2.42E-01	4.52E-01	3.10E-02	bad-chisq
gene-SPN23F_RS04585	8.47E-01	9.44E-01	5.57E-01	8.45E-02	1.43E-01	3.41E-02	
gene-SPN23F_RS04590	1.77E-01	1.29E-02	8.48E-01	-2.58E-02	1.35E-01	1.11E-02	
gene-SPN23F_RS04595	4.17E-01	2.88E-03	1.74E-01	-1.59E-01	1.17E-01	7.86E-02	
gene-SPN23F_RS04600	4.93E-01	2.07E-01	5.07E-01	8.99E-02	1.35E-01	3.85E-02	
gene-SPN23F_RS04605	8.03E-01	4.01E-01	6.46E-01	-5.53E-02	1.20E-01	2.67E-02	
gene-SPN23F_RS04610	5.80E-01	2.94E-01	8.48E-01	2.29E-02	1.19E-01	1.11E-02	
gene-SPN23F_RS04615	2.20E-01	4.35E-01	2.31E-01	1.30E-01	1.08E-01	6.94E-02	
gene-SPN23F_RS04630	2.57E-01	2.17E-01	4.01E-01	1.03E-01	1.23E-01	4.87E-02	
gene-SPN23F_RS04635	5.63E-01	6.28E-01	8.04E-01	-3.00E-02	1.21E-01	1.44E-02	
gene-SPN23F_RS04640	6.77E-01	2.38E-02	2.87E-01	-1.30E-01	1.22E-01	6.17E-02	
gene-SPN23F_RS04645	6.73E-01	7.27E-03	7.29E-01	-3.49E-02	1.01E-01	2.01E-02	
gene-SPN23F_RS04650	4.37E-01	4.66E-01	7.92E-01	2.69E-02	1.02E-01	1.53E-02	
gene-SPN23F_RS04655	4.47E-01	4.62E-01	5.73E-01	-5.15E-02	9.14E-02	3.27E-02	
gene-SPN23F_RS04660	3.83E-01	8.54E-03	8.80E-01	2.18E-02	1.44E-01	8.73E-03	
gene-SPN23F_RS04665	5.90E-01	5.69E-07	5.90E-01	5.72E-02	1.06E-01	3.13E-02	
gene-SPN23F_RS04670	2.00E-02	7.36E-02	8.71E-01	-3.64E-02	2.23E-01	9.45E-03	bad-chisq
gene-SPN23F_RS04675	3.53E-01	6.83E-01	4.71E-01	5.61E-02	7.78E-02	4.18E-02	
gene-SPN23F_RS04680	4.93E-01	1.32E-02	5.89E-01	-4.63E-02	8.55E-02	3.13E-02	
gene-SPN23F_RS04695	5.47E-01	1.79E-02	8.93E-01	-1.71E-02	1.27E-01	7.81E-03	
gene-SPN23F_RS04705	2.37E-01	1.14E-03	7.18E-01	-3.66E-02	1.01E-01	2.10E-02	
gene-SPN23F_RS04710	4.50E-01	7.41E-01	9.04E-01	-1.32E-02	1.09E-01	6.99E-03	
gene-SPN23F_RS04715	6.33E-01	1.21E-04	1.08E-01	-2.10E-01	1.30E-01	9.30E-02	
gene-SPN23F_RS04720	5.67E-01	2.56E-01	8.50E-01	2.41E-02	1.27E-01	1.10E-02	
gene-SPN23F_RS04725	7.87E-01	5.47E-01	3.09E-01	1.20E-01	1.18E-01	5.90E-02	
gene-SPN23F_RS04730	7.97E-01	5.57E-01	8.55E-01	1.88E-02	1.02E-01	1.06E-02	
gene-SPN23F_RS04750	6.87E-01	4.28E-02	9.16E-01	-1.34E-02	1.28E-01	6.10E-03	
gene-SPN23F_RS04755	6.13E-01	1.52E-04	4.73E-01	-1.05E-01	1.46E-01	4.16E-02	
gene-SPN23F_RS04760	2.90E-01	1.00E-01	7.64E-01	3.46E-02	1.15E-01	1.74E-02	
gene-SPN23F_RS04765	4.00E-01	4.87E-01	9.04E-02	2.07E-01	1.22E-01	9.79E-02	
gene-SPN23F_RS04770	8.33E-02	4.69E-08	5.34E-01	1.48E-01	2.37E-01	3.60E-02	
gene-SPN23F_RS04780	6.27E-01	8.02E-03	6.06E-01	-5.74E-02	1.11E-01	2.99E-02	
gene-SPN23F_RS04785	7.30E-01	1.12E-01	4.84E-01	1.18E-01	1.68E-01	4.06E-02	
gene-SPN23F_RS04790	6.23E-01	7.97E-06	1.60E-01	1.98E-01	1.40E-01	8.12E-02	
gene-SPN23F_RS04795	1.10E-01	2.76E-02	7.63E-01	5.08E-02	1.69E-01	1.74E-02	
gene-SPN23F_RS04800	3.63E-01	9.15E-01	9.40E-01	8.98E-03	1.20E-01	4.35E-03	
gene-SPN23F_RS04805	3.87E-01	5.39E-05	1.23E-01	1.97E-01	1.27E-01	8.93E-02	
gene-SPN23F_RS04810	6.63E-01	8.62E-01	7.45E-01	4.20E-02	1.29E-01	1.88E-02	
gene-SPN23F_RS04815	5.97E-01	8.93E-01	3.05E-01	8.82E-02	8.58E-02	5.94E-02	
gene-SPN23F_RS04820	4.23E-01	3.42E-02	9.94E-01	-8.21E-04	1.19E-01	4.01E-04	
gene-SPN23F_RS04825	4.80E-01	1.11E-02	8.57E-01	1.78E-02	9.88E-02	1.04E-02	
gene-SPN23F_RS04830	1.67E-01	4.08E-04	9.57E-01	9.47E-03	1.77E-01	3.10E-03	
gene-SPN23F_RS04835	4.90E-01	8.97E-01	8.63E-01	2.05E-02	1.19E-01	9.99E-03	
gene-SPN23F_RS04840	8.50E-01	2.40E-01	3.16E-01	1.17E-01	1.17E-01	5.81E-02	
gene-SPN23F_RS04845	7.53E-01	3.22E-02	8.20E-01	-2.66E-02	1.17E-01	1.32E-02	
gene-SPN23F_RS04850	6.93E-01	9.03E-04	2.29E-01	1.44E-01	1.20E-01	6.96E-02	
gene-SPN23F_RS04855	9.00E-02	6.96E-02	8.51E-01	-2.80E-02	1.49E-01	1.09E-02	
gene-SPN23F_RS04860	2.63E-01	5.58E-01	8.90E-01	-1.45E-02	1.05E-01	8.05E-03	
gene-SPN23F_RS04865	1.37E-01	5.04E-03	3.94E-01	1.18E-01	1.38E-01	4.94E-02	
gene-SPN23F_RS04870	2.10E-01	5.72E-02	3.25E-01	1.20E-01	1.22E-01	5.71E-02	
gene-SPN23F_RS04875	3.40E-01	4.67E-03	9.04E-01	-1.28E-02	1.07E-01	6.97E-03	
gene-SPN23F_RS12220	3.33E-02	8.66E-06	3.50E-01	4.56E-01	4.87E-01	5.41E-02	bad-chisq
gene-SPN23F_RS13505	7.67E-02	3.86E-01	2.30E-01	2.40E-01	2.00E-01	6.96E-02	
gene-SPN23F_RS04905	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS04910	2.33E-02	3.65E-02	3.96E-01	3.86E-01	4.54E-01	4.92E-02	bad-chisq
gene-SPN23F_RS04915	7.60E-01	4.72E-04	7.73E-01	-4.22E-02	1.46E-01	1.67E-02	
gene-SPN23F_RS04920	6.57E-01	5.93E-02	7.89E-01	3.34E-02	1.25E-01	1.55E-02	
gene-SPN23F_RS04925	2.93E-01	2.03E-06	7.49E-01	4.28E-02	1.33E-01	1.86E-02	
gene-SPN23F_RS04930	9.47E-01	5.87E-02	8.11E-01	3.93E-02	1.64E-01	1.39E-02	
gene-SPN23F_RS04945	4.23E-01	3.88E-02	1.53E-01	1.54E-01	1.08E-01	8.28E-02	
gene-SPN23F_RS04950	6.87E-01	1.67E-01	6.85E-01	4.16E-02	1.02E-01	2.35E-02	
gene-SPN23F_RS04955	1.10E-01	1.21E-03	6.55E-01	-5.26E-02	1.18E-01	2.59E-02	
gene-SPN23F_RS14250	1.77E-01	4.82E-02	9.83E-01	-4.09E-03	1.94E-01	1.22E-03	
gene-SPN23F_RS04965	5.67E-02	4.36E-02	6.53E-01	-1.03E-01	2.29E-01	2.61E-02	
gene-SPN23F_RS04970	1.73E-01	1.19E-01	4.53E-01	-1.16E-01	1.54E-01	4.35E-02	
gene-SPN23F_RS04990	3.60E-01	4.65E-06	2.42E-01	-1.56E-01	1.33E-01	6.78E-02	
gene-SPN23F_RS12940	5.33E-02	1.77E-01	8.46E-01	1.82E-02	9.36E-02	1.12E-02	
gene-SPN23F_RS04995	1.63E-01	1.23E-03	7.46E-01	-4.03E-02	1.25E-01	1.87E-02	
gene-SPN23F_RS12235	3.07E-01	2.25E-03	9.17E-02	-9.48E-02	5.60E-02	9.75E-02	
gene-SPN23F_RS13520	8.00E-02	5.78E-01	2.69E-01	-1.00E-01	9.05E-02	6.40E-02	
gene-SPN23F_RS05020	1.57E-01	6.97E-04	4.14E-01	-1.28E-01	1.57E-01	4.73E-02	
gene-SPN23F_RS05025	1.57E-01	6.97E-04	4.14E-01	-1.28E-01	1.57E-01	4.73E-02	
gene-SPN23F_RS05030	3.07E-01	4.95E-01	4.50E-01	7.35E-02	9.71E-02	4.38E-02	
gene-SPN23F_RS05035	5.23E-01	2.38E-04	5.98E-01	6.46E-02	1.22E-01	3.06E-02	
gene-SPN23F_RS05040	5.17E-01	2.49E-02	8.82E-01	2.11E-02	1.42E-01	8.57E-03	
gene-SPN23F_RS05045	5.40E-01	5.23E-01	8.17E-01	2.57E-02	1.11E-01	1.35E-02	
gene-SPN23F_RS05050	3.30E-01	1.97E-01	8.41E-01	-2.38E-02	1.19E-01	1.16E-02	
gene-SPN23F_RS05055	2.73E-01	7.53E-01	9.49E-01	-8.62E-03	1.35E-01	3.71E-03	
gene-SPN23F_RS05060	8.10E-01	8.60E-01	8.62E-01	3.66E-02	2.10E-01	1.01E-02	
gene-SPN23F_RS05065	7.67E-02	1.62E-03	4.72E-01	-1.24E-01	1.71E-01	4.17E-02	bad-chisq
gene-SPN23F_RS05075	2.20E-01	3.27E-01	7.82E-01	-4.54E-02	1.64E-01	1.60E-02	
gene-SPN23F_RS05080	7.10E-01	4.42E-01	7.25E-01	4.69E-02	1.33E-01	2.04E-02	
gene-SPN23F_RS05085	2.13E-01	2.38E-01	8.15E-01	-2.58E-02	1.10E-01	1.36E-02	
gene-SPN23F_RS05090	2.00E-02	7.36E-02	8.71E-01	-3.64E-02	2.23E-01	9.45E-03	bad-chisq
gene-SPN23F_RS05095	6.30E-01	2.52E-02	8.09E-01	-2.42E-02	1.00E-01	1.40E-02	
gene-SPN23F_RS05105	1.17E-01	2.39E-03	5.81E-01	-8.16E-02	1.48E-01	3.20E-02	
gene-SPN23F_RS05110	3.60E-01	1.34E-01	2.62E-01	9.94E-02	8.85E-02	6.50E-02	
gene-SPN23F_RS05115	2.93E-01	2.01E-01	6.42E-01	-6.14E-02	1.32E-01	2.70E-02	
gene-SPN23F_RS05120	2.30E-01	5.04E-01	9.74E-01	-4.42E-03	1.36E-01	1.89E-03	
gene-SPN23F_RS05140	5.10E-01	2.04E-02	2.50E-01	1.21E-01	1.05E-01	6.67E-02	
gene-SPN23F_RS05145	3.47E-01	4.89E-02	2.40E-01	-1.31E-01	1.11E-01	6.81E-02	
gene-SPN23F_RS05150	5.23E-01	7.94E-03	1.73E-01	-1.31E-01	9.62E-02	7.88E-02	
gene-SPN23F_RS05155	6.67E-02	1.77E-02	5.70E-01	7.57E-02	1.33E-01	3.30E-02	
gene-SPN23F_RS05160	4.00E-02	5.29E-02	3.31E-01	-3.66E-01	3.76E-01	5.63E-02	bad-chisq
gene-SPN23F_RS05170	6.50E-01	4.37E-01	8.25E-01	1.96E-02	8.90E-02	1.28E-02	
gene-SPN23F_RS05175	3.00E-02	4.37E-01	6.48E-01	1.72E-01	3.76E-01	2.64E-02	
gene-SPN23F_RS05180	4.60E-01	1.89E-02	5.19E-01	8.06E-02	1.25E-01	3.74E-02	
gene-SPN23F_RS05185	2.23E-01	1.32E-03	3.84E-01	1.60E-01	1.84E-01	5.04E-02	
gene-SPN23F_RS05195	6.33E-01	4.85E-01	9.93E-01	1.05E-03	1.15E-01	5.27E-04	
gene-SPN23F_RS05200	1.17E-01	1.56E-04	6.82E-01	7.05E-02	1.72E-01	2.38E-02	
gene-SPN23F_RS05220	2.00E-01	4.66E-01	7.92E-01	-3.83E-02	1.45E-01	1.53E-02	
gene-SPN23F_RS05225	5.57E-01	1.94E-03	2.47E-01	1.28E-01	1.10E-01	6.70E-02	
gene-SPN23F_RS05230	2.50E-01	3.61E-01	9.40E-01	1.29E-02	1.71E-01	4.36E-03	
gene-SPN23F_RS05235	4.13E-01	1.05E-01	5.70E-01	-6.19E-02	1.09E-01	3.30E-02	
gene-SPN23F_RS05250	2.07E-01	9.31E-01	6.81E-01	5.99E-02	1.45E-01	2.39E-02	
gene-SPN23F_RS05255	4.03E-01	6.46E-02	6.61E-01	5.32E-02	1.21E-01	2.54E-02	
gene-SPN23F_RS05260	6.20E-01	3.00E-01	8.42E-01	2.56E-02	1.29E-01	1.15E-02	
gene-SPN23F_RS05265	2.33E-02	2.58E-01	4.64E-01	1.42E-01	1.93E-01	4.24E-02	bad-chisq
gene-SPN23F_RS05270	7.27E-01	1.25E-02	4.86E-01	7.54E-02	1.08E-01	4.04E-02	
gene-SPN23F_RS05275	5.43E-01	5.19E-02	7.81E-01	2.61E-02	9.37E-02	1.61E-02	
gene-SPN23F_RS05280	3.80E-01	9.72E-01	7.40E-01	3.26E-02	9.80E-02	1.93E-02	
gene-SPN23F_RS05285	5.80E-01	1.09E-03	3.68E-01	8.84E-02	9.81E-02	5.21E-02	
gene-SPN23F_RS05290	5.47E-01	5.11E-01	4.23E-01	9.79E-02	1.22E-01	4.64E-02	
gene-SPN23F_RS05300	5.10E-01	6.70E-02	5.26E-01	-6.10E-02	9.60E-02	3.68E-02	
gene-SPN23F_RS05305	9.87E-01	6.92E-01	8.39E-01	-6.25E-02	3.07E-01	1.18E-02	bad-chisq
gene-SPN23F_RS05310	4.80E-01	2.80E-01	3.65E-01	8.03E-02	8.86E-02	5.25E-02	
gene-SPN23F_RS05315	4.30E-01	5.06E-01	6.38E-02	1.98E-01	1.07E-01	1.07E-01	
gene-SPN23F_RS05320	2.47E-01	3.22E-02	4.29E-01	-8.77E-02	1.11E-01	4.59E-02	
gene-SPN23F_RS13405	2.13E-01	3.14E-05	4.88E-01	8.69E-02	1.25E-01	4.02E-02	
gene-SPN23F_RS13410	6.83E-01	1.42E-01	7.96E-01	3.56E-02	1.37E-01	1.50E-02	
gene-SPN23F_RS05335	4.30E-01	3.62E-01	9.30E-01	1.08E-02	1.22E-01	5.12E-03	
gene-SPN23F_RS05340	1.90E-01	4.51E-01	5.76E-01	9.77E-02	1.74E-01	3.25E-02	
gene-SPN23F_RS05345	1.20E-01	5.89E-03	4.02E-01	-1.10E-01	1.31E-01	4.86E-02	
gene-SPN23F_RS05350	4.07E-01	1.44E-02	3.52E-01	-9.88E-02	1.06E-01	5.39E-02	
gene-SPN23F_RS05360	9.90E-01	9.71E-01	6.27E-01	-1.88E-01	3.88E-01	2.81E-02	bad-chisq
gene-SPN23F_RS05370	7.67E-01	1.93E-04	2.47E-01	-1.50E-01	1.29E-01	6.70E-02	
gene-SPN23F_RS05375	9.53E-01	1.06E-01	1.32E-01	1.93E-01	1.28E-01	8.72E-02	
gene-SPN23F_RS05380	7.83E-01	6.98E-01	9.18E-01	1.46E-02	1.42E-01	5.96E-03	
gene-SPN23F_RS05385	6.10E-01	2.99E-01	1.28E-01	1.65E-01	1.08E-01	8.81E-02	
gene-SPN23F_RS05390	5.50E-01	4.41E-03	7.25E-01	3.62E-02	1.03E-01	2.04E-02	
gene-SPN23F_RS05395	6.00E-01	9.60E-01	2.90E-01	-8.86E-02	8.36E-02	6.13E-02	
gene-SPN23F_RS05400	4.13E-01	2.59E-01	6.36E-02	1.92E-01	1.03E-01	1.07E-01	
gene-SPN23F_RS05405	5.13E-01	4.80E-02	4.13E-02	2.17E-01	1.06E-01	1.18E-01	
gene-SPN23F_RS05410	7.67E-01	9.74E-07	8.82E-01	-1.58E-02	1.07E-01	8.59E-03	
gene-SPN23F_RS05415	5.13E-01	5.54E-02	4.76E-01	7.07E-02	9.91E-02	4.13E-02	
gene-SPN23F_RS05420	3.23E-01	4.54E-02	2.59E-01	1.14E-01	1.01E-01	6.54E-02	
gene-SPN23F_RS05425	4.93E-01	8.54E-03	4.69E-01	6.63E-02	9.14E-02	4.20E-02	
gene-SPN23F_RS05430	6.30E-01	2.18E-02	5.89E-01	-5.51E-02	1.02E-01	3.13E-02	
gene-SPN23F_RS05435	1.17E-01	1.56E-04	6.77E-01	-6.91E-02	1.66E-01	2.42E-02	
gene-SPN23F_RS05440	8.37E-01	5.49E-01	8.62E-01	-2.44E-02	1.40E-01	1.01E-02	
gene-SPN23F_RS05445	3.20E-01	1.20E-01	8.62E-01	-1.94E-02	1.11E-01	1.01E-02	
gene-SPN23F_RS05450	3.73E-01	3.73E-01	9.76E-01	4.60E-03	1.55E-01	1.72E-03	
gene-SPN23F_RS05455	7.00E-01	1.94E-05	8.08E-01	-2.95E-02	1.21E-01	1.41E-02	
gene-SPN23F_RS05460	2.03E-01	2.66E-03	9.39E-01	-1.17E-02	1.53E-01	4.41E-03	
gene-SPN23F_RS05465	4.87E-01	6.79E-03	2.93E-01	1.10E-01	1.05E-01	6.09E-02	
gene-SPN23F_RS05470	6.33E-01	3.42E-01	7.26E-01	-2.80E-02	8.00E-02	2.03E-02	
gene-SPN23F_RS05475	1.17E-01	8.17E-03	7.63E-02	3.18E-01	1.79E-01	1.03E-01	
gene-SPN23F_RS05480	1.33E-02	6.92E-01	7.03E-01	1.70E-01	4.44E-01	2.21E-02	bad-chisq
gene-SPN23F_RS05485	1.77E-01	9.50E-01	2.13E-01	-2.21E-01	1.77E-01	7.21E-02	
gene-SPN23F_RS05490	3.23E-01	2.38E-02	2.49E-01	-1.79E-01	1.55E-01	6.68E-02	
gene-SPN23F_RS05495	8.33E-02	1.10E-03	3.25E-01	1.42E-01	1.45E-01	5.70E-02	
gene-SPN23F_RS05500	4.07E-01	3.36E-01	6.00E-01	-5.73E-02	1.09E-01	3.04E-02	
gene-SPN23F_RS14110	1.83E-01	1.25E-01	8.90E-01	-2.74E-02	1.98E-01	8.03E-03	
gene-SPN23F_RS05510	8.00E-01	6.27E-01	6.10E-01	-7.12E-02	1.39E-01	2.96E-02	
gene-SPN23F_RS05515	8.13E-01	2.41E-02	9.44E-01	-1.25E-02	1.77E-01	4.10E-03	
gene-SPN23F_RS05520	3.00E-02	4.37E-01	3.56E-01	1.91E-01	2.07E-01	5.35E-02	
gene-SPN23F_RS05525	3.17E-01	5.33E-01	6.09E-01	-5.16E-02	1.01E-01	2.97E-02	
gene-SPN23F_RS05530	3.13E-01	9.43E-01	9.16E-01	1.12E-02	1.06E-01	6.12E-03	
gene-SPN23F_RS05535	5.63E-01	6.20E-01	4.79E-01	8.86E-02	1.25E-01	4.10E-02	
gene-SPN23F_RS05540	7.80E-01	4.58E-03	9.43E-01	9.01E-03	1.26E-01	4.13E-03	
gene-SPN23F_RS05545	5.00E-02	3.17E-02	3.70E-01	1.54E-01	1.72E-01	5.20E-02	
gene-SPN23F_RS05570	6.37E-01	2.47E-01	1.13E-01	-1.33E-01	8.38E-02	9.18E-02	
gene-SPN23F_RS13900	2.00E-01	4.51E-07	3.41E-01	-6.52E-02	6.83E-02	5.52E-02	
gene-SPN23F_RS05580	4.90E-01	1.16E-01	7.69E-01	-3.68E-02	1.25E-01	1.70E-02	
gene-SPN23F_RS05585	4.57E-01	1.45E-01	8.66E-01	2.15E-02	1.28E-01	9.75E-03	
gene-SPN23F_RS05590	8.47E-01	8.54E-03	2.40E-01	1.36E-01	1.16E-01	6.81E-02	
gene-SPN23F_RS05595	3.00E-02	2.76E-02	4.13E-02	-4.07E-01	1.99E-01	1.18E-01	bad-chisq
gene-SPN23F_RS05600	4.33E-01	3.41E-02	3.91E-01	-9.64E-02	1.12E-01	4.97E-02	
gene-SPN23F_RS05605	7.60E-01	5.16E-01	2.67E-01	-1.68E-01	1.51E-01	6.42E-02	
gene-SPN23F_RS05610	7.67E-02	3.08E-04	4.68E-01	-2.82E-01	3.89E-01	4.20E-02	bad-chisq
gene-SPN23F_RS05615	6.93E-01	1.41E-01	9.02E-01	1.53E-02	1.24E-01	7.16E-03	
gene-SPN23F_RS05620	5.00E-02	4.06E-03	4.75E-01	-1.51E-01	2.12E-01	4.14E-02	bad-chisq
gene-SPN23F_RS05625	2.13E-01	4.71E-07	4.61E-01	-1.24E-01	1.67E-01	4.27E-02	
gene-SPN23F_RS05635	6.77E-01	9.37E-01	6.22E-01	4.67E-02	9.46E-02	2.86E-02	
gene-SPN23F_RS05640	8.47E-01	6.89E-05	5.34E-01	9.77E-02	1.57E-01	3.61E-02	
gene-SPN23F_RS05650	5.00E-01	1.03E-03	5.46E-01	-6.85E-02	1.13E-01	3.50E-02	
gene-SPN23F_RS05655	3.53E-01	3.42E-13	5.47E-01	6.28E-02	1.04E-01	3.49E-02	
gene-SPN23F_RS05660	5.53E-01	3.19E-05	2.52E-01	1.09E-01	9.50E-02	6.63E-02	
gene-SPN23F_RS05665	4.33E-02	3.86E-02	8.13E-01	-6.86E-02	2.90E-01	1.37E-02	bad-chisq
gene-SPN23F_RS05675	2.33E-01	1.07E-06	1.12E-01	1.78E-01	1.12E-01	9.19E-02	
gene-SPN23F_RS05680	1.67E-02	1.03E-01	5.67E-01	-1.97E-01	3.44E-01	3.32E-02	bad-chisq
gene-SPN23F_RS05685	1.33E-02	6.92E-01	3.17E-01	2.29E-01	2.29E-01	5.80E-02	bad-chisq
gene-SPN23F_RS05690	1.10E-01	1.71E-04	3.71E-01	1.70E-01	1.89E-01	5.19E-02	
gene-SPN23F_RS05700	4.10E-01	4.93E-01	8.85E-01	-1.63E-02	1.13E-01	8.39E-03	
gene-SPN23F_RS14115	9.00E-02	5.14E-06	8.29E-01	3.68E-02	1.70E-01	1.25E-02	
gene-SPN23F_RS05705	8.03E-01	2.62E-05	5.79E-01	-7.50E-02	1.35E-01	3.21E-02	
gene-SPN23F_RS05710	6.63E-01	8.58E-02	4.16E-01	1.11E-01	1.36E-01	4.71E-02	
gene-SPN23F_RS05715	1.70E-01	6.30E-01	9.17E-01	1.81E-02	1.74E-01	6.02E-03	
gene-SPN23F_RS05720	1.83E-01	6.45E-02	6.35E-01	-5.90E-02	1.24E-01	2.75E-02	
gene-SPN23F_RS05725	2.73E-01	6.18E-02	9.68E-01	-5.37E-03	1.33E-01	2.34E-03	
gene-SPN23F_RS05730	4.57E-01	1.45E-01	9.89E-01	-1.69E-03	1.22E-01	8.03E-04	
gene-SPN23F_RS05735	4.67E-01	6.84E-04	6.84E-01	4.77E-02	1.17E-01	2.36E-02	
gene-SPN23F_RS05740	6.37E-01	2.63E-01	8.81E-01	-1.44E-02	9.65E-02	8.66E-03	
gene-SPN23F_RS05745	5.73E-01	3.31E-03	7.02E-01	-4.16E-02	1.09E-01	2.22E-02	
gene-SPN23F_RS05750	5.00E-01	2.09E-02	6.33E-01	-5.09E-02	1.06E-01	2.77E-02	
gene-SPN23F_RS05755	7.23E-01	8.91E-01	4.02E-01	-1.21E-01	1.45E-01	4.86E-02	
gene-SPN23F_RS05760	6.07E-01	1.13E-04	6.13E-01	5.53E-02	1.09E-01	2.93E-02	
gene-SPN23F_RS05765	4.17E-01	1.45E-02	8.12E-01	2.39E-02	1.00E-01	1.38E-02	
gene-SPN23F_RS05770	8.27E-01	9.70E-11	2.37E-01	-1.94E-01	1.64E-01	6.85E-02	
gene-SPN23F_RS05775	8.07E-01	2.08E-01	4.62E-01	-2.14E-01	2.90E-01	4.27E-02	
gene-SPN23F_RS05780	5.80E-01	2.09E-06	2.11E-01	1.60E-01	1.28E-01	7.25E-02	
gene-SPN23F_RS05795	9.17E-01	2.56E-01	9.95E-01	-1.27E-03	2.10E-01	3.51E-04	
gene-SPN23F_RS05805	5.70E-01	9.43E-01	9.32E-01	9.39E-03	1.10E-01	4.95E-03	
gene-SPN23F_RS05815	8.93E-01	4.95E-02	6.33E-01	-6.99E-02	1.46E-01	2.77E-02	
gene-SPN23F_RS05830	7.47E-01	5.58E-01	1.19E-01	2.09E-01	1.34E-01	9.01E-02	
gene-SPN23F_RS05835	4.67E-01	3.27E-03	5.84E-01	-6.01E-02	1.10E-01	3.17E-02	
gene-SPN23F_RS05840	8.17E-01	9.71E-01	5.78E-01	7.98E-02	1.43E-01	3.22E-02	
gene-SPN23F_RS05855	4.77E-01	1.31E-05	2.72E-01	1.04E-01	9.48E-02	6.36E-02	
gene-SPN23F_RS05860	3.40E-01	4.05E-02	7.16E-01	3.50E-02	9.61E-02	2.11E-02	
gene-SPN23F_RS05865	1.80E-01	1.82E-02	2.16E-01	1.76E-01	1.42E-01	7.16E-02	
gene-SPN23F_RS05870	5.87E-01	5.25E-01	7.63E-01	2.79E-02	9.23E-02	1.75E-02	
gene-SPN23F_RS05875	3.83E-01	1.03E-01	5.41E-01	6.39E-02	1.04E-01	3.54E-02	
gene-SPN23F_RS14120	3.93E-01	8.87E-03	5.50E-01	6.51E-02	1.09E-01	3.46E-02	
gene-SPN23F_RS05880	4.97E-01	6.66E-03	5.58E-01	-6.31E-02	1.08E-01	3.39E-02	
gene-SPN23F_RS05885	2.23E-01	5.60E-01	4.09E-01	6.94E-02	8.38E-02	4.79E-02	
gene-SPN23F_RS05890	4.07E-01	6.01E-01	9.68E-01	-4.26E-03	1.07E-01	2.30E-03	
gene-SPN23F_RS05895	8.20E-01	7.95E-02	8.11E-01	3.92E-02	1.64E-01	1.39E-02	
gene-SPN23F_RS05900	4.47E-01	2.78E-02	8.50E-01	2.15E-02	1.14E-01	1.09E-02	
gene-SPN23F_RS05905	4.60E-01	2.60E-01	6.57E-02	2.39E-01	1.29E-01	1.06E-01	
gene-SPN23F_RS05910	7.77E-01	3.49E-03	2.10E-01	1.45E-01	1.15E-01	7.25E-02	
gene-SPN23F_RS05915	6.83E-01	2.43E-02	2.04E-01	1.38E-01	1.08E-01	7.36E-02	
gene-SPN23F_RS05920	6.97E-01	2.62E-01	6.84E-02	1.75E-01	9.60E-02	1.05E-01	
gene-SPN23F_RS05925	6.27E-01	1.45E-08	1.73E-01	-1.09E-01	8.00E-02	7.89E-02	
gene-SPN23F_RS05930	1.33E-02	6.92E-01	8.09E-01	-7.03E-02	2.91E-01	1.40E-02	bad-chisq
gene-SPN23F_RS05935	8.13E-01	7.62E-08	8.99E-04	3.00E-01	8.95E-02	1.91E-01	
gene-SPN23F_RS05945	2.67E-02	5.73E-01	3.95E-01	1.78E-01	2.09E-01	4.93E-02	
gene-SPN23F_RS05950	8.10E-01	9.78E-05	1.52E-02	2.84E-01	1.16E-01	1.40E-01	
gene-SPN23F_RS05965	8.70E-01	9.56E-02	9.36E-01	1.31E-02	1.64E-01	4.64E-03	
gene-SPN23F_RS05970	5.77E-01	6.93E-01	7.84E-01	3.13E-02	1.14E-01	1.59E-02	
gene-SPN23F_RS05975	3.27E-01	8.67E-01	8.38E-01	2.92E-02	1.43E-01	1.18E-02	
gene-SPN23F_RS05980	2.90E-01	1.47E-03	7.20E-01	-3.99E-02	1.11E-01	2.08E-02	
