GeneID	Annotation
gene-SPN23F_RS10460	SPN23F_RS10460
cds-WP_000581530.1	WP_000581530.1
gene-SPN23F_RS14275	SPN23F_RS14275
cds-WP_001814328.1	WP_001814328.1
gene-SPN23F_RS10465	SPN23F_RS10465
cds-WP_000676515.1	WP_000676515.1
gene-SPN23F_RS10470	SPN23F_RS10470
cds-WP_000105270.1	WP_000105270.1
gene-SPN23F_RS10475	SPN23F_RS10475
cds-WP_000728312.1	WP_000728312.1
gene-SPN23F_RS10480	SPN23F_RS10480
cds-WP_000798146.1	WP_000798146.1
gene-SPN23F_RS10485	SPN23F_RS10485
cds-WP_000809625.1	WP_000809625.1
gene-SPN23F_RS10490	SPN23F_RS10490
cds-WP_000134124.1	WP_000134124.1
gene-SPN23F_RS10495	adhE
cds-WP_000763967.1	WP_000763967.1
gene-SPN23F_RS10500	SPN23F_RS10500
cds-WP_000429499.1	WP_000429499.1
gene-SPN23F_RS10505	SPN23F_RS10505
cds-WP_000737438.1	WP_000737438.1
gene-SPN23F_RS10510	yajC
cds-WP_001069051.1	WP_001069051.1
gene-SPN23F_RS10515	tkt
cds-WP_000067859.1	WP_000067859.1
gene-SPN23F_RS10520	ulaG
cds-WP_001134220.1	WP_001134220.1
gene-SPN23F_RS10525	SPN23F_RS10525
cds-WP_000242112.1	WP_000242112.1
gene-SPN23F_RS10530	SPN23F_RS10530
cds-WP_001077556.1	WP_001077556.1
cds-SPN23F_RS10535	
gene-SPN23F_RS10540	SPN23F_RS10540
cds-WP_000166727.1	WP_000166727.1
gene-SPN23F_RS10545	SPN23F_RS10545
cds-WP_001049932.1	WP_001049932.1
gene-SPN23F_RS10550	SPN23F_RS10550
cds-WP_000241469.1	WP_000241469.1
gene-SPN23F_RS10555	SPN23F_RS10555
cds-WP_000454427.1	WP_000454427.1
gene-SPN23F_RS10560	SPN23F_RS10560
cds-WP_000932661.1	WP_000932661.1
gene-SPN23F_RS10565	jag
cds-WP_000260018.1	WP_000260018.1
gene-SPN23F_RS10570	SPN23F_RS10570
cds-WP_000727904.1	WP_000727904.1
gene-SPN23F_RS10575	rnpA
cds-WP_000739246.1	WP_000739246.1
gene-SPN23F_RS14145	SPN23F_RS14145
cds-WP_000768904.1	WP_000768904.1
gene-SPN23F_RS10580	SPN23F_RS10580
cds-WP_000167766.1	WP_000167766.1
gene-SPN23F_RS10585	SPN23F_RS10585
cds-WP_000345133.1	WP_000345133.1
cds-SPN23F_RS12710	
gene-SPN23F_RS10600	comGG
cds-WP_001811371.1	WP_001811371.1
gene-SPN23F_RS10605	comGF
cds-WP_000250539.1	WP_000250539.1
gene-SPN23F_RS10610	comGE
cds-WP_000413382.1	WP_000413382.1
gene-SPN23F_RS10615	comGD
cds-WP_000588030.1	WP_000588030.1
gene-SPN23F_RS10620	comGC
cds-WP_000738625.1	WP_000738625.1
gene-SPN23F_RS10625	comGB
cds-WP_078134418.1	WP_078134418.1
gene-SPN23F_RS10630	comGA
cds-WP_000249573.1	WP_000249573.1
gene-SPN23F_RS10635	SPN23F_RS10635
cds-WP_000286415.1	WP_000286415.1
gene-SPN23F_RS10640	SPN23F_RS10640
cds-WP_000649468.1	WP_000649468.1
gene-SPN23F_RS10645	nagA
cds-WP_001134457.1	WP_001134457.1
gene-SPN23F_RS10650	SPN23F_RS10650
cds-WP_001220865.1	WP_001220865.1
gene-SPN23F_RS10655	tgt
cds-WP_001285241.1	WP_001285241.1
gene-SPN23F_RS10660	SPN23F_RS10660
cds-WP_001108852.1	WP_001108852.1
gene-SPN23F_RS10665	pcp
cds-WP_000866913.1	WP_000866913.1
gene-SPN23F_RS10670	SPN23F_RS10670
cds-WP_000022518.1	WP_000022518.1
gene-SPN23F_RS10675	SPN23F_RS10675
cds-WP_000570116.1	WP_000570116.1
gene-SPN23F_RS10680	SPN23F_RS10680
cds-WP_000746992.1	WP_000746992.1
gene-SPN23F_RS10685	SPN23F_RS10685
cds-WP_001172823.1	WP_001172823.1
gene-SPN23F_RS10690	SPN23F_RS10690
cds-WP_000473965.1	WP_000473965.1
gene-SPN23F_RS10695	thrC
cds-WP_000177121.1	WP_000177121.1
gene-SPN23F_RS10700	SPN23F_RS10700
cds-WP_001277932.1	WP_001277932.1
gene-SPN23F_RS10705	SPN23F_RS10705
gene-SPN23F_RS10710	SPN23F_RS10710
gene-SPN23F_RS10715	SPN23F_RS10715
gene-SPN23F_RS10720	SPN23F_RS10720
gene-SPN23F_RS10725	SPN23F_RS10725
gene-SPN23F_RS10730	SPN23F_RS10730
gene-SPN23F_RS10735	SPN23F_RS10735
gene-SPN23F_RS10740	SPN23F_RS10740
gene-SPN23F_RS10745	SPN23F_RS10745
gene-SPN23F_RS10750	SPN23F_RS10750
gene-SPN23F_RS10755	SPN23F_RS10755
gene-SPN23F_RS10760	rrf
gene-SPN23F_RS10765	SPN23F_RS10765
gene-SPN23F_RS10770	SPN23F_RS10770
gene-SPN23F_RS10775	SPN23F_RS10775
gene-SPN23F_RS10780	SPN23F_RS10780
gene-SPN23F_RS10785	SPN23F_RS10785
cds-WP_000355927.1	WP_000355927.1
gene-SPN23F_RS10790	gltX
cds-WP_000031090.1	WP_000031090.1
gene-SPN23F_RS10795	SPN23F_RS10795
cds-WP_000018263.1	WP_000018263.1
gene-SPN23F_RS10800	SPN23F_RS10800
cds-WP_000400702.1	WP_000400702.1
gene-SPN23F_RS10805	SPN23F_RS10805
cds-WP_000124748.1	WP_000124748.1
gene-SPN23F_RS10810	patB
cds-WP_000859856.1	WP_000859856.1
cds-SPN23F_RS14010	
gene-SPN23F_RS10820	patA
cds-WP_000908137.1	WP_000908137.1
gene-SPN23F_RS10825	mutS
cds-WP_000963680.1	WP_000963680.1
gene-SPN23F_RS10830	argR
cds-WP_001231472.1	WP_001231472.1
gene-SPN23F_RS10835	argS
cds-WP_001092739.1	WP_001092739.1
cds-SPN23F_RS12720	
gene-SPN23F_RS10850	SPN23F_RS10850
cds-WP_000356602.1	WP_000356602.1
gene-SPN23F_RS10855	SPN23F_RS10855
cds-WP_000166475.1	WP_000166475.1
gene-SPN23F_RS10860	pnpS
cds-WP_000833277.1	WP_000833277.1
gene-SPN23F_RS10865	SPN23F_RS10865
cds-WP_000669493.1	WP_000669493.1
gene-SPN23F_RS10870	pstC
cds-WP_000595180.1	WP_000595180.1
gene-SPN23F_RS10875	pstA
cds-WP_000049768.1	WP_000049768.1
gene-SPN23F_RS10880	pstB
cds-WP_000536449.1	WP_000536449.1
gene-SPN23F_RS10885	phoU
cds-WP_001245781.1	WP_001245781.1
cds-SPN23F_RS10890	
gene-SPN23F_RS10895	SPN23F_RS10895
cds-WP_001206584.1	WP_001206584.1
gene-SPN23F_RS10900	SPN23F_RS10900
cds-WP_000415108.1	WP_000415108.1
gene-SPN23F_RS10905	galU
cds-WP_000202235.1	WP_000202235.1
gene-SPN23F_RS10910	SPN23F_RS10910
cds-WP_000658498.1	WP_000658498.1
gene-SPN23F_RS10915	SPN23F_RS10915
cds-WP_000834301.1	WP_000834301.1
gene-SPN23F_RS10920	SPN23F_RS10920
cds-WP_000885102.1	WP_000885102.1
gene-SPN23F_RS10925	dapD
cds-WP_000127466.1	WP_000127466.1
gene-SPN23F_RS10930	SPN23F_RS10930
cds-WP_001812545.1	WP_001812545.1
gene-SPN23F_RS10935	pbp1b
cds-WP_001180961.1	WP_001180961.1
gene-SPN23F_RS10940	tyrS
cds-WP_000546887.1	WP_000546887.1
gene-SPN23F_RS10945	SPN23F_RS10945
cds-WP_000008795.1	WP_000008795.1
gene-SPN23F_RS10950	SPN23F_RS10950
cds-WP_000910909.1	WP_000910909.1
gene-SPN23F_RS10955	SPN23F_RS10955
cds-WP_001095515.1	WP_001095515.1
gene-SPN23F_RS14015	SPN23F_RS14015
cds-WP_000915304.1	WP_000915304.1
gene-SPN23F_RS10965	SPN23F_RS10965
cds-WP_001037912.1	WP_001037912.1
gene-SPN23F_RS10975	SPN23F_RS10975
cds-WP_000950152.1	WP_000950152.1
cds-SPN23F_RS10980	
gene-SPN23F_RS10985	SPN23F_RS10985
cds-WP_000095485.1	WP_000095485.1
gene-SPN23F_RS10990	SPN23F_RS10990
cds-WP_000414968.1	WP_000414968.1
gene-SPN23F_RS10995	SPN23F_RS10995
cds-WP_001065636.1	WP_001065636.1
gene-SPN23F_RS11000	SPN23F_RS11000
cds-WP_000938210.1	WP_000938210.1
gene-SPN23F_RS11005	SPN23F_RS11005
cds-WP_001145439.1	WP_001145439.1
gene-SPN23F_RS11010	SPN23F_RS11010
cds-WP_000436644.1-3	WP_000436644.1
gene-SPN23F_RS14020	SPN23F_RS14020
cds-WP_012636593.1	WP_012636593.1
gene-SPN23F_RS11020	SPN23F_RS11020
cds-WP_000814947.1	WP_000814947.1
gene-SPN23F_RS11025	aspS
cds-WP_000830880.1	WP_000830880.1
gene-SPN23F_RS14025	SPN23F_RS14025
cds-WP_000693028.1	WP_000693028.1
gene-SPN23F_RS11035	SPN23F_RS11035
cds-WP_000832180.1	WP_000832180.1
gene-SPN23F_RS11040	SPN23F_RS11040
cds-WP_000771232.1	WP_000771232.1
gene-SPN23F_RS11045	SPN23F_RS11045
cds-WP_000730285.1	WP_000730285.1
gene-SPN23F_RS11050	SPN23F_RS11050
cds-WP_001046141.1	WP_001046141.1
gene-SPN23F_RS11055	SPN23F_RS11055
cds-WP_001176227.1	WP_001176227.1
gene-SPN23F_RS11060	SPN23F_RS11060
cds-WP_000566080.1	WP_000566080.1
gene-SPN23F_RS14030	SPN23F_RS14030
cds-WP_000692976.1	WP_000692976.1
gene-SPN23F_RS11070	hisS
cds-WP_000775873.1	WP_000775873.1
gene-SPN23F_RS11075	SPN23F_RS11075
cds-WP_000770608.1	WP_000770608.1
gene-SPN23F_RS11080	SPN23F_RS11080
cds-WP_001808790.1	WP_001808790.1
gene-SPN23F_RS11085	rgg
cds-WP_000434983.1	WP_000434983.1
gene-SPN23F_RS11090	SPN23F_RS11090
cds-WP_001155337.1-2	WP_001155337.1
gene-SPN23F_RS11095	SPN23F_RS11095
cds-WP_001204054.1	WP_001204054.1
gene-SPN23F_RS11100	ilvD
cds-WP_000137358.1	WP_000137358.1
gene-SPN23F_RS11105	SPN23F_RS11105
cds-WP_000986376.1	WP_000986376.1
gene-SPN23F_RS11110	SPN23F_RS11110
cds-WP_000603788.1	WP_000603788.1
gene-SPN23F_RS11115	SPN23F_RS11115
cds-WP_000975298.1	WP_000975298.1
gene-SPN23F_RS11120	SPN23F_RS11120
cds-WP_000912476.1	WP_000912476.1
gene-SPN23F_RS11125	SPN23F_RS11125
cds-WP_000460927.1	WP_000460927.1
gene-SPN23F_RS11130	SPN23F_RS11130
cds-WP_000136847.1	WP_000136847.1
gene-SPN23F_RS11135	SPN23F_RS11135
cds-WP_000796544.1	WP_000796544.1
gene-SPN23F_RS11140	rpmF
cds-WP_000290417.1	WP_000290417.1
gene-SPN23F_RS11145	rpmG
cds-WP_001265622.1	WP_001265622.1
gene-SPN23F_RS11150	SPN23F_RS11150
cds-WP_000436237.1-4	WP_000436237.1
gene-SPN23F_RS11155	pcpA
cds-WP_000753884.1	WP_000753884.1
gene-SPN23F_RS11160	SPN23F_RS11160
cds-WP_001809622.1	WP_001809622.1
cds-SPN23F_RS12745	
gene-SPN23F_RS11175	SPN23F_RS11175
cds-WP_409349413.1	WP_409349413.1
gene-SPN23F_RS11180	SPN23F_RS11180
cds-WP_000251395.1	WP_000251395.1
gene-SPN23F_RS11185	SPN23F_RS11185
cds-WP_000150722.1	WP_000150722.1
gene-SPN23F_RS11190	SPN23F_RS11190
cds-WP_000432770.1	WP_000432770.1
gene-SPN23F_RS11195	SPN23F_RS11195
cds-WP_000640057.1	WP_000640057.1
gene-SPN23F_RS11200	SPN23F_RS11200
cds-WP_000803440.1	WP_000803440.1
gene-SPN23F_RS11205	SPN23F_RS11205
cds-WP_000721498.1	WP_000721498.1
gene-SPN23F_RS11210	arcA
cds-WP_000094616.1	WP_000094616.1
gene-SPN23F_RS11215	argF
cds-WP_000185363.1	WP_000185363.1
gene-SPN23F_RS11220	arcC
cds-WP_000013420.1	WP_000013420.1
gene-SPN23F_RS11225	SPN23F_RS11225
cds-WP_001290376.1	WP_001290376.1
gene-SPN23F_RS11230	SPN23F_RS11230
cds-WP_000686945.1	WP_000686945.1
cds-SPN23F_RS14280	
gene-SPN23F_RS11240	SPN23F_RS11240
cds-WP_000501061.1	WP_000501061.1
gene-SPN23F_RS11245	SPN23F_RS11245
cds-WP_000657764.1	WP_000657764.1
gene-SPN23F_RS11250	SPN23F_RS11250
cds-WP_001808444.1	WP_001808444.1
gene-SPN23F_RS11255	SPN23F_RS11255
cds-WP_000190404.1	WP_000190404.1
gene-SPN23F_RS11260	SPN23F_RS11260
cds-WP_000614250.1	WP_000614250.1
gene-SPN23F_RS11265	SPN23F_RS11265
cds-WP_001031113.1	WP_001031113.1
gene-SPN23F_RS11270	SPN23F_RS11270
cds-WP_000780608.1	WP_000780608.1
gene-SPN23F_RS11275	SPN23F_RS11275
cds-WP_000981721.1	WP_000981721.1
gene-SPN23F_RS11280	SPN23F_RS11280
cds-WP_000899623.1	WP_000899623.1
gene-SPN23F_RS11285	SPN23F_RS11285
cds-WP_000020992.1	WP_000020992.1
gene-SPN23F_RS11290	SPN23F_RS11290
cds-WP_000483180.1	WP_000483180.1
gene-SPN23F_RS11295	SPN23F_RS11295
cds-WP_000912113.1	WP_000912113.1
gene-SPN23F_RS11300	SPN23F_RS11300
cds-WP_001286139.1	WP_001286139.1
gene-SPN23F_RS11305	SPN23F_RS11305
cds-WP_000388542.1	WP_000388542.1
gene-SPN23F_RS11310	SPN23F_RS11310
cds-WP_000588548.1	WP_000588548.1
gene-SPN23F_RS11315	adcA
cds-WP_000724067.1	WP_000724067.1
gene-SPN23F_RS11320	SPN23F_RS11320
cds-WP_000950018.1	WP_000950018.1
gene-SPN23F_RS11325	SPN23F_RS11325
cds-WP_001269488.1	WP_001269488.1
gene-SPN23F_RS11330	adcR
cds-WP_001249309.1	WP_001249309.1
gene-SPN23F_RS11335	dltD
cds-WP_000919857.1	WP_000919857.1
gene-SPN23F_RS11340	dltC
cds-WP_000351967.1	WP_000351967.1
gene-SPN23F_RS11345	dltB
cds-WP_000969733.1	WP_000969733.1
gene-SPN23F_RS11350	dltA
cds-WP_000066731.1	WP_000066731.1
gene-SPN23F_RS11355	SPN23F_RS11355
cds-WP_000813667.1	WP_000813667.1
gene-SPN23F_RS11360	SPN23F_RS11360
cds-WP_000071468.1	WP_000071468.1
cds-SPN23F_RS14035	
gene-SPN23F_RS14235	SPN23F_RS14235
cds-WP_000930581.1	WP_000930581.1
gene-SPN23F_RS11380	SPN23F_RS11380
cds-WP_001808792.1	WP_001808792.1
gene-SPN23F_RS11385	SPN23F_RS11385
cds-WP_001127306.1	WP_001127306.1
gene-SPN23F_RS11390	SPN23F_RS11390
cds-WP_000980829.1	WP_000980829.1
gene-SPN23F_RS11395	glpO
cds-WP_000395926.1	WP_000395926.1
gene-SPN23F_RS11400	glpK
cds-WP_000076765.1	WP_000076765.1
gene-SPN23F_RS11405	SPN23F_RS11405
cds-WP_000280548.1	WP_000280548.1
gene-SPN23F_RS11410	hslO
cds-WP_000357847.1	WP_000357847.1
gene-SPN23F_RS11415	dusB
cds-WP_000183311.1	WP_000183311.1
gene-SPN23F_RS12760	pspC
cds-WP_000458085.1	WP_000458085.1
gene-SPN23F_RS11425	SPN23F_RS11425
cds-WP_000241928.1	WP_000241928.1
gene-SPN23F_RS11430	hk06
cds-WP_000594667.1	WP_000594667.1
gene-SPN23F_RS11435	rr06
cds-WP_001024075.1	WP_001024075.1
gene-SPN23F_RS11445	SPN23F_RS11445
cds-WP_001109685.1	WP_001109685.1
gene-SPN23F_RS11450	SPN23F_RS11450
cds-WP_001211273.1	WP_001211273.1
gene-SPN23F_RS11455	SPN23F_RS11455
cds-WP_000136224.1	WP_000136224.1
gene-SPN23F_RS11460	SPN23F_RS11460
cds-WP_000754546.1	WP_000754546.1
gene-SPN23F_RS11465	SPN23F_RS11465
cds-WP_001813866.1	WP_001813866.1
gene-SPN23F_RS11470	SPN23F_RS11470
cds-WP_000647690.1	WP_000647690.1
gene-SPN23F_RS11475	cbpD
cds-WP_000698561.1	WP_000698561.1
gene-SPN23F_RS11480	SPN23F_RS11480
cds-WP_001278167.1	WP_001278167.1
gene-SPN23F_RS11485	dnaB
cds-WP_000852486.1	WP_000852486.1
gene-SPN23F_RS11490	rplI
cds-WP_000864220.1	WP_000864220.1
gene-SPN23F_RS11495	SPN23F_RS11495
cds-WP_000715123.1	WP_000715123.1
gene-SPN23F_RS11500	hpf
cds-WP_000599107.1	WP_000599107.1
gene-SPN23F_RS11505	SPN23F_RS11505
cds-WP_000649974.1	WP_000649974.1
gene-SPN23F_RS11510	SPN23F_RS11510
cds-WP_000867608.1	WP_000867608.1
gene-SPN23F_RS11515	SPN23F_RS11515
cds-WP_000395739.1	WP_000395739.1
gene-SPN23F_RS11520	cysK
cds-WP_000029866.1	WP_000029866.1
cds-SPN23F_RS11525	
cds-SPN23F_RS11530	
gene-SPN23F_RS11535	tnpB
cds-WP_000973408.1	WP_000973408.1
gene-SPN23F_RS11540	tsf
cds-WP_000808063.1	WP_000808063.1
gene-SPN23F_RS11545	rpsB
cds-WP_000268466.1	WP_000268466.1
gene-SPN23F_RS11550	pcsB
cds-WP_000727012.1	WP_000727012.1
gene-SPN23F_RS11555	mreD
cds-WP_001249454.1	WP_001249454.1
gene-SPN23F_RS11560	mreC
cds-WP_001078983.1	WP_001078983.1
gene-SPN23F_RS11565	SPN23F_RS11565
cds-WP_000377893.1	WP_000377893.1
gene-SPN23F_RS11570	SPN23F_RS11570
cds-WP_000510412.1	WP_000510412.1
gene-SPN23F_RS11575	SPN23F_RS11575
cds-WP_000835715.1	WP_000835715.1
gene-SPN23F_RS11580	pgsA
cds-WP_000712132.1	WP_000712132.1
gene-SPN23F_RS11585	rodZ
cds-WP_001227958.1	WP_001227958.1
gene-SPN23F_RS11590	yfmH
cds-WP_000170191.1	WP_000170191.1
gene-SPN23F_RS11595	yfmF
cds-WP_000424267.1	WP_000424267.1
gene-SPN23F_RS11600	yaaA
cds-WP_000455903.1	WP_000455903.1
gene-SPN23F_RS11605	recF
cds-WP_000266669.1	WP_000266669.1
gene-SPN23F_RS11610	guaB
cds-WP_000073428.1	WP_000073428.1
gene-SPN23F_RS11615	trpS
cds-WP_000165444.1	WP_000165444.1
gene-SPN23F_RS11620	SPN23F_RS11620
cds-WP_000958769.1	WP_000958769.1
gene-SPN23F_RS11625	SPN23F_RS11625
cds-WP_000834663.1	WP_000834663.1
cds-SPN23F_RS14040	
gene-SPN23F_RS11645	SPN23F_RS11645
cds-WP_001158266.1	WP_001158266.1
gene-SPN23F_RS11650	SPN23F_RS11650
gene-SPN23F_RS11655	SPN23F_RS11655
gene-SPN23F_RS11660	comE
cds-WP_000866065.1	WP_000866065.1
gene-SPN23F_RS11665	comD
cds-WP_000364843.1	WP_000364843.1
gene-SPN23F_RS11670	comC
cds-WP_000799694.1	WP_000799694.1
gene-SPN23F_RS11675	SPN23F_RS11675
gene-SPN23F_RS11680	rlmH
cds-WP_000695929.1	WP_000695929.1
gene-SPN23F_RS11685	SPN23F_RS11685
cds-WP_000681598.1	WP_000681598.1
gene-SPN23F_RS11690	SPN23F_RS11690
cds-WP_000410383.1	WP_000410383.1
